sample_id,before,current,end,keyword,next,project,start,type
479,"Triathlons at first glance may seem like an adult sport, yet they are growing in popularity among young people because they focus on three activities children not only easily understand but also love to do: swimming, riding a bike, and running.","Because triathlons are an excellent example of a sport where winning is about an accomplishment, not a score, I chose this activity to teach children valuable assets such as: self-confidence, motivation, a healthy lifestyle, and compassion for others.    ",68,winning,"Perfect for children between the ages of four and seven, ########### will inspire young kids to set high goals—like curing cancer—and learn to never stop trying to achieve those goals.",4d2fa6bb84bf410fa26569d7a89dca06,61,battle
328,"The #################, a ########### cooking school, welcomed us to prepare and test meals in their teaching kitchens for both people going through chemotherapy and their caregivers.  ",###### (which is continually rated one of the top restaurants in #######) opened exclusively for a test kitchen lunch with their award winning chef  ############## sampling his recipes.  ,142,winning,The amazing team at #######'s Test Kitchen has been incredibly generous with their advice and recipes.,47b940346c267468a136a4ecd50f156a,135,battle
1054,"Now that the chemo is done, I need to have a double mastectomy since I am ##### 2 positive.  ",I HAVE to have a fighting chance of keeping the cancer gone.,25,fighting,"Without surgery,  it will return.",4abd9e5d0be886e47a6c85171a8c8524,17,battle
433,The greatest influence on the way you think is the people you surround yourself with.,"I want this podcast to be evidence that people beat cancer every day, in all places.",51,beat,"I want the listener to hear these stories and think: ""If they can do it, I can do it.""",df22ce3fe6802da05e3a2c038ea535e5,47,battle
990,This money will be raised to help with all of the mounting bills that have become so daunting one cannot begin to fathom AND TO SETTLE MEDICAL DEBT ONCE ALL ###### ARE APPLIED FOR....,"We will fight to apply for different grants, programs and charity programs to help this family persevere through this time and the time to come.",13,fight,I pray that God helps us achieve a miracle with this page and at least conquer something we can control.,0bb1b2bb23b40eb34b493ab263c9d0f5,8,battle
1156,"I have a wife , 3 beautiful daughters and many dear friends I would like to continue to be a part of their lives.",I would just like to help cover some of the cost of treatment and living expenses while I try to beat my disease.,101,beat,,d26afac30a7ca162bd735088f792ab44,97,battle
312,"The impetus to revive ####'s play is my way of celebrating this remarkable man, whom I profoundly miss.","When I put the suggestion out to ##########, the original director of ######### #####, there was not one hesitation to again embark on this theatrical journey, and many of the original cast agreed to participate as well.",158,journey,"Ironically, we were the first theatrical production at ############ at the Adrienne in ############, and may well be their last.  ",b649246e25f65bd12fd74a8738e1a314,151,journey
462,I would like to share with the world how one family can take this terrible experience and make it into memories that they will never forget.,As I take you on my own personal journey you will feel all my ups and downs along with the emotional roller coaster my family has experienced.      ,40,journey,As most of you know at the 5 year mark if you have remained cancer free you have a great chance of living a nice long happy life.,50c9e84e338d033bf324904127a629d4,33,journey
1157,######## and her fiancé Darion have postponed their wedding plans to address this sudden emergency as they will now be hurrying to assure the future of their family.,Her battle will start with radiation and chemo the first week of December and thereafter.,10,battle,"During a precious time when they planned to be starting their life together, ######## will be going through early menopause due to radiation.",7302a4af88f0f1d2aafcc91025a44dfe,4,battle
1343,"The money is then used for cancer research, treatments, as well as anything else necessary to ultimatly put an end to cancer.  ",###### has been a hard fought battle for many families all around the world and requires as much help as possible.,29,fought,The brothers of the ########## chapter of ###########are very passionate and devoted to doing their part.,e5e633c01d4083eacf98421fe32aba65,23,battle
894,"For #############, amazing mother of 3, caring wife, sister and beloved friend of many, battled cancer for too long.",She fought hard for herself and her family.,10,fought,She struggled to be strong but her breast cancer was too aggressive.,78c8a0d3323b15a7f885260dad9b8353,4,battle
129,I became a cancer patient just over a year ago which motivated me to pursue my childhood dream of becoming a professional jazz musician.,"Inspired by ############### winning the Tour de France as a cancer survivor (we have the same oncologist, Dr. #############, who convinced ############### to start #########################), I started composing new music, started a jazz fusion band, started booking gigs, developed a fan base, and started working towards making my dreams a reality.",35,winning,My next goal is to record my first album so that more people can hear the music I've been writing.,0c691a1930d94f50fe62731523c0ec17,28,battle
