RAND,ppt,notes,journey,battle,gofundme_mention,sympathy,sentiment,on-topic,intensifiers,description
0.138771012,4r3vxmrprj21hok4w8qv,,,,,,,,,She has lymphona and is going thru chemo and treatments.  It is an ongoing issue and makes her tired and feel bad.  
0.439876568,2zad72yl87y16q0e4fmt,,,,,,,,,Jason is suffering from Lymphoma and needs treatment for the next few months.  It is going to be expensive even after insurance.  He needs our help.
0.25522852,duek879v389bqaavtrjd,,,,,,,,,Jason's situation is a bad one
0.217447033,sj71q40bwmyg0drxxm4o,,,,,,,,,She is suffering through a cancer. She has to undergo chemotherapy. She is a fighter.
0.872497912,0gu4jmkj6eldk2uooxwz,,,,,,,,,"Its really considerable to donate some amount, due to poor situation of jason.Always willing to donate these kind of persons "
0.856282475,a576wkzcd4tgvjv3oww4,,,,,,,,,"He is suffering due to lymphoma, Lymphoma is a blood cancer, serious condition, they need money for treatment"
0.333634356,oc7ax88jy19bq7ed5z11,,,,,,,,,tough going with a disease and will be undergoing surgery and possibly chemo. I would request if able to donate to the charity.
0.358942662,k68d3dktlc2fnj0s0ul3,,,,,,,,,Jennifer has cancer and has to pay for her treatments. 
0.815263993,ec6b8mxrj9m0z4k0v2ns,,,,,,,,,Very bad situation
0.873703054,wutnvuttcbxcwree2n7q,,,,,,,,,Jennifer has a type of cancer and has serious issues. She orignial went in for a thyriod surgery but they discovered it then.
0.455961389,4f8mve790uy63g68q76d,,,,,,,,,He is facing a difficult medical situation that will present unexpected financial troubles. A donation of any amount will help!
0.01681203,gbtlxggp6wzq8dvl5h2b,,,,,,,,,He is a smart young man. A man with a good heart and he is responsible
0.864130364,cdw8uhuhmpsfrvohf2lw,,,,,,,,,He's a kind person who unfortunately has cancer. He cannot afford treatment and every little bit counts. Jason has been dealt an awful hand of life and we should do what we are comfortable with to help him fight this lymphoma. 
0.688605124,x5fch7d2gvqsvvc0n0h3,,,,,,,,,Situation as per the problem and solution accordingly 
0.756440449,6ka5fm5jgc0qukhzu5o8,,,,,,,,,Jason has cancer and needs money to help cover mounting expenses. 
0.446651221,y8z2x5xljfy4cjfy19yr,,,,,,,,,He is just starting to take chemo to battle cancer.  The crowd funding will help Jason pay for the costs.
0.745816165,xd8ypprpxo3ac9xp322m,,,,,,,,,he is so sad.we have to help him
0.873105355,4f0p03mhgg7sjhw7nxoh,,,,,,,,,good friend
0.90138147,h2tsvpq4j1erk7u97kh3,,,,,,,,,Lymphoma. It is not a good situation that she finds herself in. She needs your help to fight this issue and would be grateful as it will help with recovery and cost.
0.054395362,jta6k6ey948hpf6dgvb7,,,,,,,,,Jason had thyroid surgery.  After he was diagnosed with lymphoma and has to go through the standard treatment and activities for that.
0.447022401,4xcuahnb818kexs9m8cz,,,,,,,,,Jennifer has lymphoma and needs help to pay for hospital visits and other costs while she goes through chemotherapy.  I believe that she is a very nice and professional young woman that needs our help.
0.712642338,n8tq2xgf2aj6tg9hfbtq,,,,,,,,,This girl is fighting Lymphoma cancer. She will be on chemo and possibly radiation therapy as well to fight the disease.
0.944942376,68x3466dppl0uvey4rjv,,,,,,,,,good
0.527052853,zgqvweozaf4s5u34gx9j,,,,,,,,,when you have a friend  thats always ready to help then you know you can always count pn that person
0.265581253,s7vyjjtqnnqpnf8zb7fj,,,,,,,,,Jason has cancer. He is in a tough spot.
0.320075783,hd4porm3ql9n7etn5e5g,,,,,,,,,jason's situation was very good
0.714692093,2fgpqvp82x6wg39e6xwj,,,,,,,,,Jennifer has lymphoma and faces a lot of difficult treatments. She needs help to get better fast.
0.85560812,r6vqjg7d5dd4s1ex182t,,,,,,,,,Jason's situation is and will be an expensive one because he will need to undergo chemotherapy.
0.476823988,rptxt0az25p7hew3jcaf,,,,,,,,,Jennifer is in an unfortunate situation. She has a tough few months at least ahead with procedures and recovery. 
0.223670529,eso0kxw8alolc9spref5,,,,,,,,,"The amount you choose to donate will go to a real individual who also has cancer.
"
0.45801739,ghoq1cp57zyrn8qyftum,,,,,,,,,SHE HAS A SLIGHTLY CRITICAL SITUATION.
0.238913734,1m8vr7p3x5aa645crmrb,,,,,,,,,He is undergoing chemotherapy over several months. He has many expenses associated with the treatment.
0.090712089,bblw8qe5w0rbfdbsowzz,,,,,,,,,Jennifer had surgery for a thyroid condition and afterwards was diagnosed with cancer. She has a long road of treatment ahead of her but is a fighter and wants to come through on the other side of things.
0.725255572,x5kh1em37t9ywl27xjxg,,,,,,,,,Jennifer suffers from Lymphoma. It's difficult for her to do everyday tasks.
0.283552119,xs7zyc6exzq5k8l1c5pz,,,,,,,,,Jason was diagnosed wit5h cancer and has to have chemo every 21 days and his best friend is trying to help him handle all of the costs associated with thre unexpected diagnosis of cancer. 
0.779957796,ge09nb6gy3hzwh1lk0y5,,,,,,,,,Jason was recently diagnosed with lymphoma. He needs money to help with the expenses of chemotherapy.
0.051331697,alm5jv1unupoz9ctmjkw,,,,,,,,,"Jennifer is currently undergoing cancer treatments, and with that, there are many difficulties. Her friend is raising money to help cover some of her expenses. "
0.408227862,jdnovn98dt08ql21jtkv,,,,,,,,,"Jason has stage II lymphoma and is seriously ill. He is going to need many chemotherapy treatments, doctor visits, and even possibly radiation treatments in the next few months."
0.180498098,8jyx06v5twv7grg9rkwp,,,,,,,,,Jennifer has been diagnosed with Stage II Lymphoma and will have to undergo 3 - 4 months of Chemo Therapy.  Her insurance will not cover here expenses.  She needs help with her expenses so she can get the full benefit of the therapy.  Let's pitch in and help.
0.539012905,c64yqqrrfahtfvrdrolf,,,,,,,,,Jason has Lymphoma. He is undergoing chemotherapy every 21 days for the next couple of months.
0.962922737,b9nqp6yf4l5ek8rr46zn,,,,,,,,,He is currently fighting lymphoma and needs help to raise money for treatment.
0.357688338,wclxr5fwrdbsv8owjpqg,,,,,,,,,I would describe Jason situation as someone that is going through very rough circumstances. I would state that he has stage II Lymphoma and everyday will be a battle moving forward. I would also let them know how he has a heart of gold and deserves every bit of help that anyone can offer him.
0.148296429,w3bnq4zv4y0wk3jhphmr,,,,,,,,,That she is undergoing treatment for cancer and is hopeful for a full recovery.  She will be undergoing chemo treatment and hopes to have a full recovery.
0.353805421,c9jdt4d4c1snz8bxvpaz,,,,,,,,,Jennifer was recently diagnosed with lymphoma.
0.571286571,5afkgv63ujc5ygdz12ga,,,,,,,,,"  
JENNIFER BISHOP JENKINS ON PUNISHMENT AND TEEN KILLERS.




"
0.79058375,ydy2uebf0dhenxvzomwf,,,,,,,,,Her situation with lymphoma is painful. She has to keep getting surgeries for the next 4 months.
0.6605596,neemsf2ffofm3s89lqzo,,,,,,,,,Jason is recovering from Lymphoma and since it is such an expensive operation he needs some financial support.The treatment lasts 21 days for the next 3-4 months so any support would hep him out greatly.
0.88219925,2293ezrsfxgbdee3tu5a,,,,,,,,,It's very unfortunate. He is experiencing a lot of uncomfortable symptoms.
0.024816593,bng8vmjbb0eysd34dexz,,,,,,,,,she needs help. she is in a bad situation
0.210336198,p8vt1ga44fg039vfzhpf,,,,,,,,,he needs our help most.so help him to survive by donating money..
0.745189582,gx519j4s5kxm6315gtwk,,,,,,,,,"She has cancer, and must undergo chemo for the next 3 or 4 months.  She willhave many expenses associated with this treatment."
0.860205781,5mdk706l2z13u9w3txol,,,,,,,,,"Jason is battling Stage 2 lymphoma and needs financial assistance to continue his chemo therapy. He can't work due to this, he deserves financial assistance."
0.484480206,gfkx6lgtt4rxr07ejqpm,,,,,,,,,Jason is a great friend and is suffering from lymphoma. There are many people who love and care about him. 
0.974156025,8mhu07up2x79859fgee4,,,,,,,,,"Jason has Lymphoma and is facing a long road to recovery. He will have to participate in chemotherapy, along with other treatments. The money is being raised to cover Jason's medical expenses by his best friend."
0.910936353,wh5e4ehht10curhnpfqm,,,,,,,,,Jennifer has cancer- lymphoma.  She is very ill and needs help.
0.518548644,48vgpdm543b1av42374o,,,,,,,,,i will donate
0.882253473,nqsyc5chxa9rp9z65ocu,,,,,,,,,Jason is a person who is facing a thyroid surgery for stage 2 Lymphoma. His friend is trying to raise money to help pay for the surgery by using a crowdfunding to raise money.
0.802522487,y6m0zdx2ejj85tyx1pb8,,,,,,,,,Been having problems with health. Lives his family.
0.991557841,st0b5xpnclcc7e74opb7,,,,,,,,,Jennifer is suffering from stage 2 lymphoma and is really struggling and needs help. Treatment are expensive and not working makes it hard to take care of her everyday needs.
0.32671744,5b3vtv3tm12o28j6eulh,,,,,,,,,She is looking after her friend who is going through thyroid surgery. She is raising money to help support her surgery and look after her.
0.847612668,tp0hl4n138qr8q3ofljn,,,,,,,,,it is a good person to relate with
0.454913192,f6tyt5m7tk5ukkbk1elk,,,,,,,,,Jennifer has stage 2 limphoma and is currently undergoing treatment. Jennifer is doing well for now but needs a bit of help.
0.526880519,2lsafrlwlkv3l33417w0,,,,,,,,,Jennifer is a great person. She has is living in  unfortunate circumstances. She has lymphoma and will undergo treatment 21 times for 3-4 months. It is awful and she needs financial help. 
0.719675883,v8u120hrnphc27t4xkgm,,,,,,,,,"He has lymphoma, which is basically throat cancer.  For the next while, he'll be doing constant chemo and radiation treatments to beat it."
0.473574012,1l36veays3bqqy678f2z,,,,,,,,,Jason had surgery on his thyroid and now is fighting lymphoma. He is undergoing chemotherapy treatments for a few months.
0.283069973,am2vck308ejy0v83zp9v,,,,,,,,,Jason has lymphoma and wants greatly to overcome it. He is a great person with a heart of gold that will be needing help along the way as he receives treatment.
0.541745339,s4jtkpbmndub751sm4ur,,,,,,,,,Jennifer has develop cancer and needs money for treatment. She experiences nausea and fatigue when shes undergoes her current treatment.
0.295793127,42qh4h9nh4pklv8tz78k,,,,,,,,,Jennifer is needing help with chemo treatments for lymphoma.
0.932728046,cxe6unt0wz6ee0cg4zz6,,,,,,,,,She is battling lymphoma and looking for financial help with the medical bills
0.831950499,e51dn1ko5aj7pbd1408h,,,,,,,,,"Jason suffers from lymphoma and has to go to chemo treatments for the next 3-4 months. After the first round, it took a toll on his body, but his energy is up and his friends and family are hoping that he can make it through this tough experience successfully."
0.780179628,wyglbl3ksumvekq7bx56,,,,,,,,,yes i  would like
0.790127942,qb5x7hf32uzyps08ojd8,,,,,,,,,my bestt friend jason knows that he has a heart of gold. but after undergoing a comlicated thyid surgey the doctors say he'ii need many treatments of chemotherpy and possibly local radiation as well
0.09706936,xlhcmvg0her12mjewcqv,,,,,,,,,Jason was diagnosed with lymphoma and is having to get treatment. Donating will allow him to have one less thing to worry about. 
0.358792515,zm5vuvvfcslq29zxkxnv,,,,,,,,,my best friend was very super type his man was any issues the helping mind
0.971715262,ok0y6jz9fkpsqcfv4b67,,,,,,,,,She is sick with cancer
0.100020474,xwawgc9afa8hcwpws1at,,,,,,,,,Jason has been diagnosed with cancer and is going through a tough road of treatments. He has a lot of optimism in his ability to get through his treatments. He has already received some treatment.
0.479882853,hqw88g61s471kqtw75j4,,,,,,,,,Jason has cancer and he has to go through many rounds of chemotherapy and possibly radiation treatment.
0.037585432,3w7yw3ngcdkov3bem13t,,,,,,,,,"She has cancer and is faced with a difficult treatment. But she also has loving and supportive people who care about her, so her chances of recovery are improved somewhat. "
0.103289157,ywlqmva3pnbe0rhfmm7g,,,,,,,,,He is in need of help because he needs treatment multiple times a week for lymphoma. The treatments will take place of the course of a few weeks and he needs support to be able to afford all of the treatment options.
0.023765987,oj0c9t0bb7v4pu1dn1es,,,,,,,,,Jason underwent surgery for thyroid and got stage 2 lymphoma. He need help with medical bills. 
0.107077402,k8hzayu30w2es2ufypuu,,,,,,,,,Jason is very ill and needs help
0.385604478,3cr67ymn4r3bsdzptmtb,,,,,,,,,Jason is now faced with a long road to recovery as he is fighting Lymphoma.  He's got months of chemo ahead.
0.95403644,yafhz7ejruwsfl1arbwx,,,,,,,,,I would say his situation is not just terrible but it is not good either. He would benefit from lots of donations.
0.370305463,wtmc49hag9rtrb47feyo,,,,,,,,,"Jennifer has a very deadly disease, specifically cancer. She needs money to help pay for medical bills, so there are people who are fundraising for her and donating money in order to support her."
0.21320336,2o7az3h4ypvr5jzr0v7g,,,,,,,,,There is a young woman who has been recently diagnosed with lymphoma. We know that money involved with fighting the disease from a medical stand point and we need donations.
0.086900618,vbbp3me3szjqz5ph8eec,,,,,,,,,Jennifer is undergoing treatment for stage 2 cancer. She is a good person who would help others and now needs help herself.
0.460499265,hm6y4swuv3g5ylqswsly,,,,,,,,,Jason has cancer. He has to do chemotherapy which is challenging. 
